elements,formula,id,class,dipole,atomic_e_neg,atomic_masses,atomic_num_e,atomic_rad,atomic_vdw_rad,atomic_vol,atomic_ionization,atomic_e_affinity,atomic_dipole_polarizability,atomic_cov_rad,atomoic_nvalence,atomic_hardness,weights,evac,evacdiff,dipz,efermi,gap,vbm,cbm,gap_dir,gap_dir_nosoc,gap_nosoc,workfunction,vbm_hse,cbm_hse,gap_dir_hse,gap_hse,ehull,hform,cell_area,spgnum,lgnum,emass_vb_dir1,emass_vb_dir2,emass_cb_dir1,emass_cb_dir2,alphax_lat,alphay_lat,alphaz_lat,alphax,alphay,alphaz,minhessianeig,alphax_el,alphay_el,alphaz_el,speed_of_sound_x,speed_of_sound_y,c_11,c_12,c_13,c_21,c_22,c_23,c_31,c_32,c_33,energy,free_energy,vbm_gw,cbm_gw,gap_dir_gw,gap_gw,mass,num_electron,avg_e_neg_pauling,num_atoms,num_e_avg,num_e_max_dif,num_e_std,vdw_rad_avg,vdw_rad_max_dif,vdw_rad_std,atomic_rad_avg,atomic_rad_max_dif,atomic_rad_std,atomic_vol_avg,atomic_vol_max_dif,atomic_vol_std,e_affinity_avg,e_affinity_max_dif,e_affinity_std,e_neg_avg,e_neg_max_dif,e_neg_std,dipole_polarizability_avg,dipole_polarizability_max_dif,dipole_polarizability_std,cov_rad_avg,cov_rad_max_dif,cov_rad_std,nvalence_avg,nvalence_max_dif,nvalence_std,hardness_avg,hardness_max_dif,hardness_std,ionization_avg,ionization_max_dif,ionization_std,dipole_avg,ionization_total,lattice,positions,numbers,sine coulomb matrix eig 0,sine coulomb matrix eig 1,sine coulomb matrix eig 2,sine coulomb matrix eig 3,sine coulomb matrix eig 4,sine coulomb matrix eig 5,sine coulomb matrix eig 6,sine coulomb matrix eig 7,composition,pc1_soap,pc2_soap,SHG 0.4-0.9eV_x,SHG 0.4-0.9eV_y,SHG 0.9 -1.6eV_x,SHG 0.9 -1.6eV_y,SHG 1.6-2.1eV_x,SHG 1.6-2.1eV_y,Direction
"['Ti', 'Se']",TiSe2,10388,,"[-2.99153523e-15, -3.3793554e-15, 5.91651928e-11]","[1.54, 2.55]","[47.867, 78.971]","[22, 34]","[140.0, 115.0]","[211.0, 190.0]","[10.6, 16.5]","[6.82812, 9.752392]","[0.079, 2.02067]","[100.0, 28.9]","[160.0, 120.0]","[4, 6]","[3.3745600000000002, 3.865861]","[1, 2]",2.745630494,7.30E-10,5.92E-11,-2.721481552,0.877988914,-3.160476009,-2.282487095,1.319704498,1.38834944,0.95713553,5.467112047,-3.640539279,-1.420729828,2.886271128,2.219809452,0.260997828,-0.861125537,14.65872183,115,59,-1.393017048,-1.393017005,0.765402123,1.578255534,2.862673383,2.862794214,2.209843755,6.543492284,6.532508803,2.558532421,-3.63E-11,3.680818901,3.669714589,0.348688666,3349.324747,3349.325796,26.15362341,2.986370533,1.31E-08,2.986359493,26.1536398,1.31E-08,0,0,8.53526127,-16.23873233,-16.23873672,,,,,205.787,90,2.213333333,3,30,12,5.656854249,197,21,9.899494937,123.3333333,25,11.78511302,14.53333333,5.9,2.781286673,2.213333333,1.94167,0.915312016,1.373446667,1.01,0.476118566,52.6,71.1,33.51686143,133.3333333,40,18.85618083,5.333333333,2,0.942809042,3.702094,0.491301,0.231601512,8.777634667,2.924272,1.378515041,1.97E-11,26.332904,"[[3.828671025820648, -1.2956132071307211e-19, 0.0], [7.353050442723669e-19, 3.8286710265425956, 0.0], [-4.347715532392382e-18, 0.0, 18.959797974644665]]","[[-2.1738577662761956e-18, -4.336794463041423e-17, 9.479898987376925], [-2.3138696783567e-17, 1.9143355132712976, 10.951180991931503], [1.9143355129103239, 2.219626425769094e-18, 8.008616981780616]]","[22, 34, 34]",832.8960229,3217.91368,1519.959729,0,0,0,0,0,Ti1 Se2,-14.0792956,-12.38412898,0.5,18.462,0.96,17.641,1.736,10.154,yyy=-xxy=-yxx=-xyx
"['Ti', 'Se']",TiSe2,12486,TMDC-H,"[3.65511503, -2.11028165, -3.25284691e-14]","[1.54, 2.55]","[47.867, 78.971]","[22, 34]","[140.0, 115.0]","[211.0, 190.0]","[10.6, 16.5]","[6.82812, 9.752392]","[0.079, 2.02067]","[100.0, 28.9]","[160.0, 120.0]","[4, 6]","[3.3745600000000002, 3.865861]","[1, 2]",3.980236237,-5.56E-13,-3.25E-14,-1.851583945,0.521635551,-2.11240172,-1.590766169,0.866937377,0.942677131,0.604225839,5.831820182,-2.306150007,-0.845715546,2.045620186,1.460434461,0.117200157,-1.004923209,10.58025268,187,78,-1.64593513,-1.597182314,0.484261194,1.972666899,3.730170367,3.73159025,0.022624282,11.04118556,11.04260544,0.426199302,-1.25E-13,7.31101519,7.31101519,0.40357502,4819.100588,4807.420648,75.01522151,23.66041714,-0.003926934,23.7808358,74.65203691,-0.003019298,0,0,50.43284032,-16.67012535,-16.67028527,-2.435949455,-0.955423154,2.174231137,1.480526301,205.787,90,2.213333333,3,30,12,5.656854249,197,21,9.899494937,123.3333333,25,11.78511302,14.53333333,5.9,2.781286673,2.213333333,1.94167,0.915312016,1.373446667,1.01,0.476118566,52.6,71.1,33.51686143,133.3333333,40,18.85618083,5.333333333,2,0.942809042,3.702094,0.491301,0.231601512,8.777634667,2.924272,1.378515041,0.51494446,26.332904,"[[3.4952858915483525, 0.0, 0.0], [-1.7476429457741762, 3.0270063755702132, 0.0], [0.0, 0.0, 18.239570370035008]]","[[-1.0618729789094952e-19, 0.0, 9.119785185017493], [1.7476429457741762, 1.0090021251900712, 10.7397250121985], [1.7476429457741762, 1.0090021251900712, 7.4998453578365485]]","[22, 34, 34]",832.4936625,2441.152502,2297.123267,0,0,0,0,0,Ti1 Se2,-14.46042222,-12.97509367,0.5,18.462,0.96,17.641,1.736,10.154,yyy=-xxy=-yxx=-xyx
"['Ti', 'Te']",TiTe2,14584,,"[3.22006515e-14, -3.52647896e-15, -5.69713446e-10]","[1.54, 2.1]","[47.867, 127.6]","[22, 52]","[140.0, 140.0]","[211.0, 206.0]","[10.6, 20.5]","[6.82812, 9.00966]","[0.079, 1.9708759999999999]","[100.0, 38.0]","[160.0, 138.0]","[4, 6]","[3.3745600000000002, 3.5193920000000003]","[1, 2]",2.837386481,-6.06E-09,-5.70E-10,-2.121960332,0.374420154,-2.309170409,-1.934750255,0.653703575,0.824875891,0.564498735,4.959346812,-2.625104986,-1.156559459,2.013269894,1.468545527,0.338180238,-0.361524627,16.99765415,115,59,3.916646552,3.916648745,0.877615623,1.785422251,3.139383752,3.140484796,3.188419198,8.434493789,8.432392204,3.587844502,1.89E-12,5.295110037,5.291907408,0.399425305,2292.947621,2292.950061,15.56635821,2.660359358,8.93E-09,2.660333066,15.56639134,8.93E-09,0,0,6.48847325,-14.1839418,-14.18411248,,,,,303.067,126,1.913333333,3,42,30,14.14213562,207.6666667,5,2.357022604,140,0,0,17.2,9.9,4.666904756,1.913333333,1.891876,0.891838899,1.340250667,0.56,0.263986532,58.66666667,62,29.22708029,145.3333333,22,10.37089946,5.333333333,2,0.942809042,3.471114667,0.144832,0.06827446,8.28248,2.18154,1.028387818,-1.90E-10,24.84744,"[[4.12282114010148, 2.17581862143855e-19, 0.0], [-4.1171480547800755e-19, 4.122821138892139, 0.0], [-1.9299282556579378e-18, 0.0, 19.214356415871823]]","[[-9.6496412751935e-19, 9.230947163849473e-17, 9.60717820431297], [-2.496530174697116e-16, 2.0614105694460694, 11.24216515326599], [2.06141057005074, -3.126974676597483e-18, 7.972191261856524]]","[22, 52, 52]",832.7771364,6700.00013,6434.823278,0,0,0,0,0,Ti1 Te2,-13.29674942,-10.93480815,0.898,10.841,,,,,zxx=-zyy
"['Tl', 'Br']",Tl2Br6,15675,,"[-6.74502371e-06, 3.89424266e-06, -6.91217503e-10]","[1.8, 2.96]","[204.38, 79.904]","[81, 35]","[190.0, 115.0]","[196.0, 185.0]","[17.2, 23.5]","[6.108287, 11.81381]","[0.377, 3.3635882000000006]","[50.0, 21.0]","[145.0, 120.0]","[3, 7]","[2.8656435, 4.2251109]","[2, 6]",2.476448522,-2.65E-09,-6.91E-10,-4.049047279,1.092200741,-4.595147649,-3.502946908,1.092200741,1.291198961,1.248999978,6.5254958,-5.33055887,-3.468776062,1.861782807,1.861782807,0.087267103,-0.427895914,47.24887595,189,79,-1.829873408,-1.828754011,0.725541392,0.726325503,4.42229794,4.423776062,0.25574437,6.417853141,6.419331263,0.630965571,-0.641855475,1.995555201,1.995555201,0.375221201,1885.303029,1742.235814,11.09488705,-1.792639767,-0.000578275,-0.562380602,9.474895505,0.00091675,3.07E-15,0,12.17464599,-17.92641316,-17.9264143,,,,,888.1906,372,2.625,8,46.5,46,19.91858429,187.75,11,4.763139721,133.75,75,32.47595264,21.925,6.3,2.727980022,2.67,2.9865882,1.293230626,2.61694115,1.16,0.502294734,28.25,29,12.55736835,126.25,25,10.82531755,6,4,1.732050808,3.88524405,1.3594674,0.588666652,10.38742925,5.705523,2.47056393,-9.50E-07,83.099434,"[[7.386359217865115, -1.2334428746790474e-18, 0.0], [-3.6931796089325584, 6.396774724148546, 0.0], [0.0, 0.0, 18.586207417476494]]","[[3.6931796089325517, 2.1322582413828495, 9.293000254662791], [1.148345556697958e-15, 4.264516482765699, 9.293207162813522], [3.1944786373147878, 1.5463858668191313e-05, 7.5], [2.095953682369589, 3.6302673404579213, 7.5], [-1.5972527107518462, 2.7664919198319406, 7.5], [3.1944786373147878, -1.5463858668121928e-05, 11.086207417476494], [2.09592689818071, 3.6302828043166047, 11.086207417476494], [-1.597225926562953, 2.766507383690624, 11.086207417476494]]","[81, 81, 35, 35, 35, 35, 35, 35]",19815.79124,18254.76704,2944.009416,2745.176088,2323.954419,2322.927805,2443.235862,2437.43735,Tl2 Br6,-25.4329932,185.7374711,,,,,,,
"['Tl', 'Cl']",Tl2Cl4,5144,TMD,"[8.70909119e-13, -0.190347613, 0.00147186726]","[1.8, 3.16]","[204.38, 35.45]","[81, 17]","[190.0, 100.0]","[196.0, 175.0]","[17.2, 18.7]","[6.108287, 12.96763]","[0.377, 3.612725]","[50.0, 14.6]","[145.0, 102.0]","[3, 7]","[2.8656435, 4.677452499999999]","[2, 4]",2.593350509,0.008069546,0.001471867,-3.776344949,1.909193853,-4.730941875,-2.821748023,1.909193853,1.911479021,1.911479021,6.369695458,-5.44432322,-2.624794451,2.820829367,2.819528769,0.038561352,-0.805303781,33.00511216,10,14,-10.01155035,-0.645858043,1.073607961,1083.814228,7.406346914,11.64825507,0.095057646,8.645197464,12.95333282,0.390841388,-0.298624375,1.238850549,1.305077745,0.295783742,2433.507886,2612.69538,16.40355763,4.554430413,-1.76E-07,5.047313921,18.90819565,-1.28E-07,4.55E-15,-2.57E-15,11.92795432,-16.9679933,-16.9679933,,,,,550.5786,230,2.646666667,6,38.33333333,64,30.16988933,182,21,9.899494937,130,90,42.42640687,18.2,1.5,0.707106781,2.706666667,3.235725,1.525335393,2.53415,1.36,0.641110148,26.4,35.4,16.68772004,116.3333333,43,20.27039439,5.666666667,4,1.885618083,4.073516167,1.811809,0.854094953,10.68118233,6.859343,3.2335253,-0.062958582,64.087094,"[[4.1116820908204454, 6.45584576872352e-16, 0.0], [-2.0059166946657796e-15, 8.027155657115316, 0.0], [1.2278165135669418e-19, 0.0, 17.96520809578949]]","[[1.965027324181572e-15, 0.0033233428528324648, 8.980571642834693], [2.0558410454102205, 1.0952935054926023, 10.44249999760586], [-1.6010247245592815e-14, 2.0303696664706936, 7.498445805221118], [2.0558410454102236, 4.017687415511055, 8.988674193555651], [4.111682090820444, 6.0069959873795415, 10.466829053151487], [2.055841045410223, 6.93513980243891, 7.520279850455993]]","[81, 17, 17, 81, 17, 17]",46397.27494,-8346.157142,1108.852563,377.7252723,142.6010102,165.7030861,0,0,Tl2 Cl4,68.14172196,-3.647972694,,,,,,,
"['Tl', 'Cl']",Tl2Cl6,2040,,"[0.00016782368, -9.68930547e-05, -1.01148479e-06]","[1.8, 3.16]","[204.38, 35.45]","[81, 17]","[190.0, 100.0]","[196.0, 175.0]","[17.2, 18.7]","[6.108287, 12.96763]","[0.377, 3.612725]","[50.0, 14.6]","[145.0, 102.0]","[3, 7]","[2.8656435, 4.677452499999999]","[2, 6]",2.462816523,-4.19E-06,-1.01E-06,-4.654938987,1.682699971,-5.496288972,-3.813589001,1.682699971,1.68228291,1.68228291,7.117755509,-6.425181489,-3.699760457,2.725421031,2.725421031,0.076111903,-0.62681059,43.68537143,189,79,-7.533198223,-7.291701933,0.478716606,0.478745336,3.655268444,3.658204214,0.08314176,5.006388982,5.009324751,0.408722195,-0.501279817,1.351120537,1.351120537,0.325580435,3306.766197,3320.989956,25.83052406,12.2815815,0.001758913,11.93505982,26.05321737,0.002351025,1.66E-05,4.06E-05,13.97056785,-20.72084412,-20.72084413,,,,,621.4846,264,2.775,8,33,64,27.71281292,180.25,21,9.09326674,122.5,90,38.97114317,18.325,1.5,0.649519053,2.82,3.235725,1.401110025,2.80379375,1.36,0.588897275,23.45,35.4,15.32864965,112.75,43,18.61954618,6,4,1.732050808,4.22450025,1.811809,0.78453631,11.25279425,6.859343,2.970182646,2.33E-05,90.022354,"[[7.102360305686589, 6.14312911979883e-18, 0.0], [-3.5511801528432954, 6.150824451554795, 0.0], [-4.060299857963313e-18, 0.0, 18.362647973794385]]","[[3.551180152843293, 2.0502748171849317, 9.181634864713269], [4.4865618746565415e-15, 4.100549634369863, 9.181006894827368], [3.4083659515493863, -0.00010856105669825376, 7.497098163794226], [1.846903160435691, 3.1991472326476207, 7.497098163794226], [-1.7040889591415684, 2.951785779963995, 7.497098163794226], [3.4083664263619866, 0.00010996137977189141, 10.86554468643586], [1.8470921690106012, 3.199037560229354, 10.86554468643586], [-1.7042784425293702, 2.9516769299457244, 10.86554468643586]]","[81, 81, 17, 17, 17, 17, 17, 17]",19535.30996,18517.3948,673.4681859,627.0094657,253.7791689,253.2862651,447.2785037,436.0621521,Tl2 Cl6,219.9672931,8.341663391,,,,,,,
"['Tl', 'I']",Tl2I6,4138,,"[0.00103354905, -0.000596719821, -1.41130749e-08]","[1.8, 2.66]","[204.38, 126.90447]","[81, 53]","[190.0, 140.0]","[196.0, 198.0]","[17.2, 25.7]","[6.108287, 10.45126]","[0.377, 3.0590368]","[50.0, 32.9]","[145.0, 139.0]","[3, 7]","[2.8656435, 3.6961116]","[2, 6]",2.843296917,-4.86E-08,-1.41E-08,-3.049808416,0.092410757,-3.096013794,-3.003603037,0.092410757,0.347854025,0.347854025,5.893105333,-3.643417288,-3.033359091,0.610058196,0.610058196,0.202360302,-0.139559757,52.56809733,189,79,-0.825770055,-0.820606306,1.302897418,1.493481828,6.996732399,6.972759413,0.132509386,10.44862808,10.4246551,0.581035891,-0.940178595,3.451895683,3.451895683,0.448526505,1529.946501,1685.748408,8.652358862,0.446096262,0.862544647,-0.789629449,10.5043105,0.883409031,8.32E-06,-1.01E-05,8.354172751,-14.98282457,-14.98541669,,,,,1170.19342,480,2.4,8,60,28,12.12435565,197.5,2,0.866025404,152.5,50,21.65063509,23.575,8.5,3.680607966,2.445,2.6820368,1.161356001,2.3885276,0.86,0.372390924,37.175,17.1,7.404517202,140.5,6,2.598076211,6,4,1.732050808,3.488494575,0.8304681,0.359603236,9.36551675,4.342973,1.880562473,0.000145605,74.924134,"[[7.791046803020165, -4.816604145588291e-19, 0.0], [-3.8955234015100833, 6.747244453488997, 0.0], [-8.684859553762603e-20, 0.0, 18.92174737402607]]","[[3.8955234015100797, 2.2490814844963345, 9.460927991309836], [8.349282863796636e-16, 4.498162968992669, 9.460819359563757], [3.086873777503659, 2.268682058070217e-05, 7.509333190854259], [2.352106160121173, 4.073922000484606, 7.509333190854259], [-1.5434565361147738, 2.6732997661838858, 7.509333190854259], [3.086873779468276, -1.268916030488368e-05, 11.41241417651127], [2.352075522640779, 4.073939686773597, 11.41241417651127], [-1.5434259005989732, 2.673317455875738, 11.41241417651127]]","[81, 81, 53, 53, 53, 53, 53, 53]",20162.99908,18056.377,8675.395283,7365.498213,7035.736218,6032.198183,5972.1519,5996.609184,Tl2 I6,-16.4074075,-19.20480134,,,,,,,
"['W', 'Br']",W2Br6,15676,,"[-0.000238473258, 0.0001376826, -2.43447894e-09]","[1.7, 2.96]","[183.84, 79.904]","[74, 35]","[135.0, 115.0]","[218.00000000000003, 185.0]","[9.53, 23.5]","[7.86403, 11.81381]","[0.81626, 3.3635882000000006]","[68.0, 21.0]","[162.0, 120.0]","[6, 7]","[3.523885, 4.2251109]","[2, 6]",3.691434135,-1.45E-08,-2.43E-09,-0.330694634,0.198786767,-0.430088017,-0.231301251,0.198786767,0.416334952,0.416334952,4.022128769,-0.633256577,-0.162419302,0.470837275,0.470837275,0.270763849,-0.242819566,30.29432131,189,79,-0.165057768,-0.164360012,0.146520635,0.146903066,0.618659817,0.618909785,0.004807341,8.80486253,8.805112497,0.391522776,-7.22E-15,8.186202713,8.186202713,0.386715435,3683.092611,3688.071619,62.98684777,13.50012081,0.001745747,13.59663003,63.15726107,0.002581234,2.83E-05,-2.73E-05,49.70859617,-34.42044479,-34.42062047,,,,,847.104,358,2.81,8,44.75,39,16.88749537,193.25,33,14.28941916,120,20,8.660254038,20.0075,13.97,6.049187445,2.645,2.5473282,1.103025466,2.72675615,1.26,0.545596004,32.75,47,20.35159699,130.5,42,18.18653348,6.75,1,0.433012702,4.049804425,0.7012259,0.303639722,10.826365,3.94978,1.71030491,-3.36E-05,86.61092,"[[5.914462708026477, 1.1052809111146054e-19, 0.0], [-2.957231354013239, 5.122074954886633, 0.0], [-8.68121135582096e-21, 0.0, 18.30651904947333]]","[[2.957231354013239, 1.7073583182955445, 9.153265572295764], [-5.301137649424058e-15, 3.414716636591089, 9.153253472163692], [1.9658835371748844, -3.5553718054431274e-06, 7.498995349872875], [1.97428650638349, 3.4195716484974787, 7.498995349872875], [-0.9829386895451386, 1.70250686176096, 7.498995349872875], [1.9658835358756843, 6.419299135992795e-08, 10.807523699082463], [1.9742896416681552, 3.4195698398402206, 10.807523699082463], [-0.9829418235306046, 1.7025050508534216, 10.807523699082463]]","[74, 74, 35, 35, 35, 35, 35, 35]",16108.93799,14529.64438,2999.520239,2707.268093,2427.440167,2339.616068,2336.347145,2418.346915,W2 Br6,-32.3886415,302.8786275,0.746,15.547,,,,,xxx=-xyy=-yxy=-yyx
"['W', 'Cl']",W2Cl6,2041,,"[-2.42085645e-07, 1.3976818e-07, 1.06467874e-10]","[1.7, 3.16]","[183.84, 35.45]","[74, 17]","[135.0, 100.0]","[218.00000000000003, 175.0]","[9.53, 18.7]","[7.86403, 12.96763]","[0.81626, 3.612725]","[68.0, 14.6]","[162.0, 102.0]","[6, 7]","[3.523885, 4.677452499999999]","[2, 6]",3.842455167,7.29E-10,1.06E-10,-0.343239774,0.70609602,-0.696287784,0.009808236,0.70609602,0.971304411,0.971304411,4.185694942,-0.975309249,0.189605013,1.164914261,1.164914261,0.164045776,-0.652344426,26.43215018,189,79,-0.394391093,-0.394304694,0.448306466,0.44839812,0.399102121,0.3990963,0.006221547,5.253971585,5.253965764,0.35386983,-7.25E-15,4.854869464,4.854869464,0.347648283,4707.844723,4710.146074,80.81152381,13.95695056,-0.003739866,13.9776871,80.89054982,-0.009878136,7.99E-15,2.80E-15,66.97133426,-38.89975723,-38.89975935,,,,,580.398,250,2.96,8,31.25,57,24.68172401,185.75,43,18.61954618,108.75,35,15.15544457,16.4075,9.17,3.970726476,2.795,2.796465,1.210904865,2.91360875,1.46,0.632198545,27.95,53.4,23.12287828,117,60,25.98076211,6.75,1,0.433012702,4.389060625,1.1535675,0.49950938,11.69173,5.1036,2.209923625,-3.41E-08,93.53384,"[[5.524601166136656, 2.0925134850388337e-19, 0.0], [-2.7623005830683285, 4.784444955651478, 0.0], [0.0, 0.0, 18.14419067437637]]","[[2.7623005830683267, 1.5948149852171607, 9.07208603052044], [-9.33775238751569e-16, 3.1896299704343214, 9.072104643855939], [1.8297633168831657, 2.0380386546166066e-06, 7.5], [1.8474206896199932, 3.1998224212984545, 7.5], [-0.9148834234348334, 1.5846204963143715, 7.5], [1.8297633168831657, -2.038038654609096e-06, 10.644190674376372], [1.8474171596334925, 3.1998244593370995, 10.644190674376372], [-0.9148798934483355, 1.584622534353027, 10.644190674376372]]","[74, 74, 17, 17, 17, 17, 17, 17]",15979.1662,14652.59205,658.4758356,445.2958128,449.5083022,373.5092348,402.0686185,362.794229,W2 Cl6,370.5682731,21.8247709,0.894,7.248,0.934,7.818,1.695,2.917,xxx=-xyy=-yxy=-yyx
"['W', 'I']",W2I6,3090,,"[-0.000373476389, 0.000215626694, -6.7621148e-10]","[1.7, 2.66]","[183.84, 126.90447]","[74, 53]","[135.0, 140.0]","[218.00000000000003, 198.0]","[9.53, 25.7]","[7.86403, 10.45126]","[0.81626, 3.0590368]","[68.0, 32.9]","[162.0, 139.0]","[6, 7]","[3.523885, 3.6961116]","[2, 6]",3.978066603,-3.34E-09,-6.76E-10,0.05532096,0.223139257,-0.056248669,0.166890588,0.244347651,0,0,3.922745643,-0.106564536,0.103941953,0.251458522,0.210506489,0.190296191,0.190296191,36.67837687,189,79,-0.772503898,-0.389134728,0.70144477,0.713230477,21.49585578,20.70766448,0.002939731,65.66897041,64.88077911,0.440672576,-1.55E-15,44.17311463,44.17311463,0.437732844,2959.664069,2960.18131,44.77739794,10.55661424,-0.005888353,10.39111144,44.79305021,-0.003434257,3.70E-05,-3.86E-05,32.77549593,-30.31861941,-30.32180853,,,,,1129.10682,466,2.585,8,58.25,21,9.09326674,203,20,8.660254038,138.75,5,2.165063509,21.6575,16.17,7.00181539,2.42,2.2427768,0.971150842,2.4983426,0.96,0.415692194,41.675,35.1,15.19874584,144.75,23,9.959292144,6.75,1,0.433012702,3.65305495,0.1722266,0.074576305,9.8044525,2.58723,1.120303453,-5.26E-05,78.43562,"[[6.507883028888784, -2.6099931334778336e-20, 0.0], [-3.253941514444393, 5.635992027875304, 0.0], [0.0, 0.0, 18.494480165604937]]","[[3.253941514444392, 1.8786640092917681, 9.247182805047945], [7.913478170673016e-16, 3.7573280185835363, 9.247297354633327], [2.2112439210306833, 1.2192540685239019e-05, 7.500013207462081], [2.148330112979025, 3.720992522028476, 7.500013207462081], [-1.1056325195653125, 1.9149873133061408, 7.500013207462081], [2.211243921193617, -1.640761498147341e-05, 10.994466955334609], [2.1483053444361935, 3.721006821965202, 10.994466955334609], [-1.1056077511854179, 1.915001613525076, 10.994466955334609]]","[74, 74, 53, 53, 53, 53, 53, 53]",16350.09471,14345.56264,7882.592305,7472.824589,6360.132182,6358.029752,6556.525295,6551.025369,W2 I6,-18.00732416,-23.17487259,,,,,,,
"['W', 'O']",WO2,13540,,"[0.82434621, -0.475936506, -8.05367409e-10]","[1.7, 3.44]","[183.84, 15.999]","[74, 8]","[135.0, 60.0]","[218.00000000000003, 152.0]","[9.53, 14.0]","[7.86403, 13.618054]","[0.81626, 1.4611135]","[68.0, 5.3]","[162.0, 66.0]","[6, 6]","[3.523885, 6.0784702500000005]","[1, 2]",4.252346579,-2.10E-08,-8.05E-10,-1.453356042,1.340382481,-2.123547282,-0.783164801,1.685685293,1.900121207,1.377558493,5.70570262,-2.484902302,-0.388034703,2.420540534,2.096867599,0,-2.016776069,6.956129566,187,78,-0.830652993,-0.828932635,0.346935178,0.346937601,0.959787391,0.959535218,0.012056054,4.428292797,4.428040624,0.257477046,-3.76E-14,3.468505406,3.468505406,0.245420991,7146.921622,7145.800999,263.1766623,87.58732868,-0.001471834,87.53856996,263.0941375,-0.001876149,0,0,175.6628971,-27.78407296,-27.78407296,-2.752131457,-0.045906094,3.01089682,2.706225362,215.8388,90,3.08,3,30,66,31.11269837,174,66,31.11269837,85,75,35.35533906,12.51,4.47,2.107178208,2.86,0.6448535,0.303986855,1.246162333,1.74,0.820243866,26.2,62.7,29.55706345,98,96,45.254834,6,0,0,5.226941833,2.55458525,1.204243036,11.700046,5.754024,2.712472926,0.116136568,35.100138,"[[2.8341218314348775, 0.0, 0.0], [-1.4170609157174388, 2.4544215034426826, 0.0], [0.0, -0.0, 17.47427412797637]]","[[0.0, 0.0, 8.737137063988184], [1.4170609157174388, 0.8181405011475609, 9.974274127976368], [1.4170609157174388, 0.8181405011475609, 7.5]]","[74, 8, 8]",15315.50595,75.28353531,71.5658831,0,0,0,0,0,W1 O2,-13.62661239,-11.95017705,0.895,2.685,0.973,3.37,1.606,2.402,yyy=-xxy=-yxx=-xyx
"['W', 'S']",WS2,4100,TMDC-H,"[3.38903349, -1.9566594, -7.39090436e-11]","[1.7, 2.58]","[183.84, 32.06]","[74, 16]","[135.0, 100.0]","[218.00000000000003, 180.0]","[9.53, 15.5]","[7.86403, 10.36001]","[0.81626, 2.07710403]","[68.0, 19.4]","[162.0, 105.0]","[6, 6]","[3.523885, 4.141452985000001]","[1, 2]",4.644735994,-1.52E-09,-7.39E-11,-0.088524392,1.533624078,-0.855336431,0.678287647,1.533624078,1.815949151,1.815949151,4.733260386,-1.023236777,1.031691813,2.05492859,2.05492859,0,-0.873548574,8.790375735,187,78,-0.336478249,-0.336406624,0.465817852,0.468884263,0.026443274,0.026434106,0.001694453,5.603550907,5.603541738,0.374975675,7.34E-16,5.577107632,5.577107632,0.373281221,5578.058634,5579.438314,145.7435787,32.15539185,0.002987611,31.41257323,145.8156842,0.003358939,0,0,114.1771304,-22.26199801,-22.26199801,-1.373460686,1.15894575,2.532406436,2.532406436,247.97,106,2.506666667,3,35.33333333,58,27.34146221,192.6666667,38,17.91337179,111.6666667,35,16.49915823,13.51,5.97,2.814284989,2.286666667,1.26084403,0.594367576,1.656822687,0.88,0.414835978,35.6,48.6,22.91025971,124,57,26.87005769,6,0,0,3.93559699,0.617567985,0.29112434,9.528016667,2.49598,1.176616256,0.47745803,28.58405,"[[3.185945949661419, 0.0, 0.0], [-1.5929729748307095, 2.7591101274909273, 0.0], [0.0, -0.0, 18.14559487597237]]","[[0.0, 0.0, 9.072797437986186], [1.5929729748307093, 0.919703375830309, 10.645594875972371], [1.5929729748307093, 0.919703375830309, 7.500000000000001]]","[74, 16, 16]",15315.49527,426.1301957,349.7433955,0,0,0,0,0,W1 S2,-13.532211,-11.55825525,0.894,2.853,1.369,7.672,2.006,6.381,yyy=-xxy=-yxx=-xyx
